opd,https://mohammedraiyaanf25is-netizen.github.io/hospital-qr-prototype/www/opd.html
lab,https://mohammedraiyaanf25is-netizen.github.io/hospital-qr-prototype/www/lab.html
pharmacy,https://mohammedraiyaanf25is-netizen.github.io/hospital-qr-prototype/www/pharmacy.html
